QueryNumber,OriginalNodePath,SyntheticNodePath,OriginalNodeName,SyntheticNodeName,OriginalDepth,SyntheticDepth,OriginalSimilarityState,SyntheticSimilarityState,OriginalMatchNumber,SyntheticMatchNumber
96,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Nested Loop/Hash Join/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,14,15,0,0,802,802
96,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Memoize/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Memoize/Index Scan,Index Scan,Index Scan,6,8,0,0,799,799
96,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,6,9,0,0,805,805
96,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Nested Loop/Hash Join/Hash/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,18,7,0,0,801,801
97,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Hash Join/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Materialize/Gather/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,17,8,0,0,814,814
97,Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,2,9,0,0,809,809
97,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,6,10,0,0,818,818
97,Aggregate,Sort,Aggregate,Sort,0,0,0,0,819,819
97,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Only Scan,Sort/GroupAggregate/Nested Loop/Index Only Scan,Index Only Scan,Index Only Scan,8,3,0,0,817,817
97,Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Memoize/Index Scan,Index Scan,Index Scan,3,9,0,0,810,810
97,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,14,0,0,816,816
97,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Hash Join/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Hash Join/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Hash Join/Seq Scan,Seq Scan,Seq Scan,19,5,0,0,812,812
97,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,15,13,0,0,811,811
97,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Hash Join/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,15,15,0,0,815,815
97,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Hash Join/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,20,6,0,0,813,813
98,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,14,0,0,828,828
98,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Hash Join/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Hash Join/Seq Scan,Seq Scan,Seq Scan,19,5,0,0,824,824
98,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,15,15,0,0,827,827
98,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,6,10,0,0,830,830
98,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Materialize/Gather/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,17,8,0,0,826,826
98,Aggregate,Sort,Aggregate,Sort,0,0,0,0,831,831
98,Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,2,9,0,0,822,822
98,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,20,6,0,0,825,825
98,Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Memoize/Index Scan,Index Scan,Index Scan,3,9,0,0,823,823
98,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Only Scan,Sort/GroupAggregate/Nested Loop/Index Only Scan,Index Only Scan,Index Only Scan,8,3,0,0,829,829
99,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,6,10,0,0,841,841
99,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Materialize/Gather/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,17,8,0,0,837,837
99,Aggregate,Sort,Aggregate,Sort,0,0,0,0,842,842
99,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Only Scan,Sort/GroupAggregate/Nested Loop/Index Only Scan,Index Only Scan,Index Only Scan,8,3,0,0,840,840
99,Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,2,9,0,0,833,833
99,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,14,0,0,839,839
99,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,20,6,0,0,836,836
99,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Hash Join/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Hash Join/Seq Scan,Seq Scan,Seq Scan,19,5,0,0,835,835
99,Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Memoize/Index Scan,Index Scan,Index Scan,3,9,0,0,834,834
99,Aggregate/Nested Loop/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop Semi Join/Nested Loop/Gather Merge/Sort/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,15,15,0,0,838,838
100,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,17,16,0,0,851,851
100,Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Index Scan,Index Scan,Index Scan,2,3,0,0,844,844
100,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Hash Join/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,17,7,0,0,854,854
100,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,9,14,0,0,846,846
100,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Nested Loop/Hash Join/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan,Seq Scan,Seq Scan,23,7,0,0,848,848
100,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Parallel Hash/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,7,8,0,0,855,855
100,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,16,12,0,0,852,852
100,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,6,11,0,0,845,845
100,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,24,8,0,0,849,849
100,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Memoize/Index Scan,Index Scan,Index Scan,10,9,0,0,847,847
100,Aggregate,Sort,Aggregate,Sort,0,0,0,0,856,856
100,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,20,17,0,0,850,850
100,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,12,9,0,0,853,853
101,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,20,18,0,0,864,864
101,Aggregate,Sort,Aggregate,Sort,0,0,0,0,871,871
101,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Memoize/Index Scan,Index Scan,Index Scan,8,9,0,0,862,862
101,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Nested Loop/Hash Join/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan,Seq Scan,Seq Scan,23,7,0,0,863,863
101,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,7,14,0,0,861,861
101,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,24,8,0,0,865,865
101,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,19,16,0,0,867,867
101,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Parallel Hash/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,8,0,0,870,870
101,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,20,17,0,0,866,866
101,Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Index Scan,Index Scan,Index Scan,2,3,0,0,859,859
101,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,13,9,0,0,869,869
101,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,6,11,0,0,860,860
101,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,15,12,0,0,868,868
102,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Memoize/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Memoize/Index Scan,Index Scan,Index Scan,13,9,0,0,877,877
102,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,8,11,0,0,875,875
102,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Nested Loop/Nested Loop/Hash Join/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan,Seq Scan,Seq Scan,23,7,0,0,878,878
102,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Hash Join/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,19,7,0,0,884,884
102,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,18,16,0,0,881,881
102,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,11,14,0,0,876,876
102,Aggregate,Sort,Aggregate,Sort,0,0,0,0,886,886
102,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,13,12,0,0,882,882
102,Aggregate/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,9,0,0,883,883
