QueryNumber,Tree,NodeName,Depth,SimilarityState,MatchNumber,ParentNode,NumberOfChildren
95,Synthetic,Nested Loop,3,16,0,Sort,2
95,Synthetic,Nested Loop,4,16,0,Nested Loop,2
95,Synthetic,Gather,5,16,0,Nested Loop,1
95,Synthetic,Nested Loop,6,16,0,Gather,2
95,Synthetic,Nested Loop,7,16,0,Nested Loop,2
95,Synthetic,Parallel Hash Join,8,16,0,Nested Loop,2
95,Synthetic,Parallel Seq Scan,9,16,0,Parallel Hash Join,0
95,Synthetic,Parallel Hash,9,16,0,Parallel Hash Join,1
95,Synthetic,Nested Loop,10,16,0,Parallel Hash,2
95,Synthetic,Parallel Hash Join,11,16,0,Nested Loop,2
95,Synthetic,Hash Join,12,16,0,Parallel Hash Join,2
95,Synthetic,Parallel Seq Scan,13,0,792,Hash Join,0
95,Synthetic,Hash,13,16,0,Hash Join,1
95,Synthetic,Seq Scan,14,16,0,Hash,0
95,Synthetic,Parallel Hash,12,16,0,Parallel Hash Join,1
95,Synthetic,Hash Join,13,16,0,Parallel Hash,2
95,Synthetic,Hash Join,14,16,0,Hash Join,2
95,Synthetic,Parallel Seq Scan,15,0,791,Hash Join,0
95,Synthetic,Hash,15,1,795,Hash Join,1
95,Synthetic,Seq Scan,16,0,793,Hash,0
95,Synthetic,Hash,14,1,796,Hash Join,1
95,Synthetic,Seq Scan,15,0,790,Hash,0
95,Synthetic,Index Scan,11,0,786,Nested Loop,0
95,Synthetic,Index Scan,8,0,785,Nested Loop,0
95,Synthetic,Memoize,7,16,0,Nested Loop,1
95,Synthetic,Index Scan,8,0,787,Memoize,0
95,Synthetic,Hash Join,5,16,0,Nested Loop,2
95,Synthetic,Seq Scan,6,0,788,Hash Join,0
95,Synthetic,Hash,6,16,0,Hash Join,1
95,Synthetic,Seq Scan,7,0,789,Hash,0
95,Synthetic,Index Only Scan,4,16,0,Nested Loop,0
96,Original,Aggregate,0,0,806,,1
96,Original,Nested Loop,1,16,0,Aggregate,2
96,Original,Nested Loop,2,16,0,Nested Loop,2
96,Original,Gather,3,16,0,Nested Loop,1
96,Original,Nested Loop,4,16,0,Gather,2
96,Original,Parallel Hash Join,5,16,0,Nested Loop,2
96,Original,Parallel Seq Scan,6,0,805,Parallel Hash Join,0
96,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
96,Original,Parallel Hash Join,7,16,0,Parallel Hash,2
96,Original,Parallel Seq Scan,8,0,804,Parallel Hash Join,0
96,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
96,Original,Nested Loop,9,16,0,Parallel Hash,2
96,Original,Hash Join,10,16,0,Nested Loop,2
96,Original,Parallel Seq Scan,11,0,803,Hash Join,0
96,Original,Hash,11,16,0,Hash Join,1
96,Original,Nested Loop,12,16,0,Hash,2
96,Original,Hash Join,13,16,0,Nested Loop,2
96,Original,Seq Scan,14,0,802,Hash Join,0
96,Original,Hash,14,16,0,Hash Join,1
96,Original,Nested Loop,15,16,0,Hash,2
96,Original,Hash Join,16,16,0,Nested Loop,2
96,Original,Seq Scan,17,0,800,Hash Join,0
96,Original,Hash,17,1,808,Hash Join,1
96,Original,Seq Scan,18,0,801,Hash,0
96,Original,Memoize,16,16,0,Nested Loop,1
96,Original,Index Scan,17,16,0,Memoize,0
96,Original,Index Scan,13,16,0,Nested Loop,0
96,Original,Index Scan,10,16,0,Nested Loop,0
96,Original,Memoize,5,1,807,Nested Loop,1
96,Original,Index Scan,6,0,799,Memoize,0
96,Original,Index Scan,3,0,798,Nested Loop,0
96,Original,Index Scan,2,0,797,Nested Loop,0
96,Synthetic,Sort,0,0,806,,1
96,Synthetic,GroupAggregate,1,16,0,Sort,1
96,Synthetic,Sort,2,16,0,GroupAggregate,1
96,Synthetic,Nested Loop,3,16,0,Sort,2
96,Synthetic,Nested Loop,4,16,0,Nested Loop,2
96,Synthetic,Gather,5,16,0,Nested Loop,1
96,Synthetic,Nested Loop,6,16,0,Gather,2
96,Synthetic,Nested Loop,7,16,0,Nested Loop,2
96,Synthetic,Parallel Hash Join,8,16,0,Nested Loop,2
96,Synthetic,Parallel Seq Scan,9,0,805,Parallel Hash Join,0
96,Synthetic,Parallel Hash,9,16,0,Parallel Hash Join,1
96,Synthetic,Nested Loop,10,16,0,Parallel Hash,2
96,Synthetic,Parallel Hash Join,11,16,0,Nested Loop,2
96,Synthetic,Hash Join,12,16,0,Parallel Hash Join,2
96,Synthetic,Parallel Seq Scan,13,0,804,Hash Join,0
96,Synthetic,Hash,13,16,0,Hash Join,1
96,Synthetic,Seq Scan,14,16,0,Hash,0
96,Synthetic,Parallel Hash,12,16,0,Parallel Hash Join,1
96,Synthetic,Hash Join,13,16,0,Parallel Hash,2
96,Synthetic,Hash Join,14,16,0,Hash Join,2
96,Synthetic,Parallel Seq Scan,15,0,803,Hash Join,0
96,Synthetic,Hash,15,16,0,Hash Join,1
96,Synthetic,Seq Scan,16,16,0,Hash,0
96,Synthetic,Hash,14,16,0,Hash Join,1
96,Synthetic,Seq Scan,15,0,802,Hash,0
96,Synthetic,Index Scan,11,0,798,Nested Loop,0
96,Synthetic,Index Scan,8,0,797,Nested Loop,0
96,Synthetic,Memoize,7,1,807,Nested Loop,1
96,Synthetic,Index Scan,8,0,799,Memoize,0
96,Synthetic,Hash Join,5,16,0,Nested Loop,2
96,Synthetic,Seq Scan,6,0,800,Hash Join,0
96,Synthetic,Hash,6,1,808,Hash Join,1
96,Synthetic,Seq Scan,7,0,801,Hash,0
96,Synthetic,Index Only Scan,4,16,0,Nested Loop,0
97,Original,Aggregate,0,0,819,,1
97,Original,Nested Loop,1,16,0,Aggregate,2
97,Original,Nested Loop,2,16,0,Nested Loop,2
97,Original,Gather,3,16,0,Nested Loop,1
97,Original,Nested Loop,4,16,0,Gather,2
97,Original,Parallel Hash Join,5,16,0,Nested Loop,2
97,Original,Parallel Seq Scan,6,0,818,Parallel Hash Join,0
97,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
97,Original,Nested Loop,7,16,0,Parallel Hash,2
97,Original,Parallel Hash Join,8,16,0,Nested Loop,2
97,Original,Parallel Seq Scan,9,0,816,Parallel Hash Join,0
97,Original,Parallel Hash,9,16,0,Parallel Hash Join,1
97,Original,Nested Loop,10,16,0,Parallel Hash,2
97,Original,Nested Loop,11,16,0,Nested Loop,2
97,Original,Nested Loop,12,16,0,Nested Loop,2
97,Original,Hash Join,13,16,0,Nested Loop,2
97,Original,Parallel Hash Join,14,16,0,Hash Join,2
97,Original,Parallel Seq Scan,15,0,815,Parallel Hash Join,0
97,Original,Parallel Hash,15,16,0,Parallel Hash Join,1
97,Original,Hash Join,16,16,0,Parallel Hash,2
97,Original,Parallel Seq Scan,17,0,814,Hash Join,0
97,Original,Hash,17,16,0,Hash Join,1
97,Original,Hash Join,18,16,0,Hash,2
97,Original,Seq Scan,19,0,812,Hash Join,0
97,Original,Hash,19,1,821,Hash Join,1
97,Original,Seq Scan,20,0,813,Hash,0
97,Original,Hash,14,0,820,Hash Join,1
97,Original,Seq Scan,15,0,811,Hash,0
97,Original,Index Scan,13,16,0,Nested Loop,0
97,Original,Index Scan,12,16,0,Nested Loop,0
97,Original,Index Scan,11,16,0,Nested Loop,0
97,Original,Index Only Scan,8,0,817,Nested Loop,0
97,Original,Index Scan,5,16,0,Nested Loop,0
97,Original,Index Scan,3,0,810,Nested Loop,0
97,Original,Index Scan,2,0,809,Nested Loop,0
97,Synthetic,Sort,0,0,819,,1
97,Synthetic,GroupAggregate,1,16,0,Sort,1
97,Synthetic,Nested Loop,2,16,0,GroupAggregate,2
97,Synthetic,Nested Loop Semi Join,3,16,0,Nested Loop,2
97,Synthetic,Nested Loop,4,16,0,Nested Loop Semi Join,2
97,Synthetic,Gather Merge,5,16,0,Nested Loop,1
97,Synthetic,Sort,6,16,0,Gather Merge,1
97,Synthetic,Nested Loop,7,16,0,Sort,2
97,Synthetic,Nested Loop,8,16,0,Nested Loop,2
97,Synthetic,Parallel Hash Join,9,16,0,Nested Loop,2
97,Synthetic,Parallel Seq Scan,10,0,818,Parallel Hash Join,0
97,Synthetic,Parallel Hash,10,16,0,Parallel Hash Join,1
97,Synthetic,Hash Join,11,16,0,Parallel Hash,2
97,Synthetic,Parallel Hash Join,12,16,0,Hash Join,2
97,Synthetic,Hash Join,13,16,0,Parallel Hash Join,2
97,Synthetic,Parallel Seq Scan,14,0,816,Hash Join,0
97,Synthetic,Hash,14,16,0,Hash Join,1
97,Synthetic,Seq Scan,15,16,0,Hash,0
97,Synthetic,Parallel Hash,13,16,0,Parallel Hash Join,1
97,Synthetic,Parallel Hash Join,14,16,0,Parallel Hash,2
97,Synthetic,Parallel Seq Scan,15,0,815,Parallel Hash Join,0
97,Synthetic,Parallel Hash,15,16,0,Parallel Hash Join,1
97,Synthetic,Merge Join,16,16,0,Parallel Hash,2
97,Synthetic,Parallel Index Scan,17,16,0,Merge Join,0
97,Synthetic,Sort,17,16,0,Merge Join,1
97,Synthetic,Seq Scan,18,16,0,Sort,0
97,Synthetic,Hash,12,0,820,Hash Join,1
97,Synthetic,Seq Scan,13,0,811,Hash,0
97,Synthetic,Index Scan,9,0,809,Nested Loop,0
97,Synthetic,Memoize,8,16,0,Nested Loop,1
97,Synthetic,Index Scan,9,0,810,Memoize,0
97,Synthetic,Materialize,5,16,0,Nested Loop,1
97,Synthetic,Gather,6,16,0,Materialize,1
97,Synthetic,Hash Join,7,16,0,Gather,2
97,Synthetic,Parallel Seq Scan,8,0,814,Hash Join,0
97,Synthetic,Hash,8,16,0,Hash Join,1
97,Synthetic,Seq Scan,9,16,0,Hash,0
97,Synthetic,Hash Join,4,16,0,Nested Loop Semi Join,2
97,Synthetic,Seq Scan,5,0,812,Hash Join,0
97,Synthetic,Hash,5,1,821,Hash Join,1
97,Synthetic,Seq Scan,6,0,813,Hash,0
97,Synthetic,Index Only Scan,3,0,817,Nested Loop,0
98,Original,Aggregate,0,0,831,,1
98,Original,Nested Loop,1,16,0,Aggregate,2
98,Original,Nested Loop,2,16,0,Nested Loop,2
98,Original,Gather,3,16,0,Nested Loop,1
98,Original,Nested Loop,4,16,0,Gather,2
98,Original,Parallel Hash Join,5,16,0,Nested Loop,2
98,Original,Parallel Seq Scan,6,0,830,Parallel Hash Join,0
98,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
98,Original,Nested Loop,7,16,0,Parallel Hash,2
98,Original,Parallel Hash Join,8,16,0,Nested Loop,2
98,Original,Parallel Seq Scan,9,0,828,Parallel Hash Join,0
98,Original,Parallel Hash,9,16,0,Parallel Hash Join,1
98,Original,Nested Loop,10,16,0,Parallel Hash,2
98,Original,Nested Loop,11,16,0,Nested Loop,2
98,Original,Nested Loop,12,16,0,Nested Loop,2
98,Original,Nested Loop,13,16,0,Nested Loop,2
98,Original,Parallel Hash Join,14,16,0,Nested Loop,2
98,Original,Parallel Seq Scan,15,0,827,Parallel Hash Join,0
98,Original,Parallel Hash,15,16,0,Parallel Hash Join,1
98,Original,Hash Join,16,16,0,Parallel Hash,2
98,Original,Parallel Seq Scan,17,0,826,Hash Join,0
98,Original,Hash,17,16,0,Hash Join,1
98,Original,Hash Join,18,16,0,Hash,2
98,Original,Seq Scan,19,0,824,Hash Join,0
98,Original,Hash,19,1,832,Hash Join,1
98,Original,Seq Scan,20,0,825,Hash,0
98,Original,Memoize,14,16,0,Nested Loop,1
98,Original,Index Scan,15,16,0,Memoize,0
98,Original,Index Scan,13,16,0,Nested Loop,0
98,Original,Index Scan,12,16,0,Nested Loop,0
98,Original,Index Scan,11,16,0,Nested Loop,0
98,Original,Index Only Scan,8,0,829,Nested Loop,0
98,Original,Index Scan,5,16,0,Nested Loop,0
98,Original,Index Scan,3,0,823,Nested Loop,0
98,Original,Index Scan,2,0,822,Nested Loop,0
98,Synthetic,Sort,0,0,831,,1
98,Synthetic,GroupAggregate,1,16,0,Sort,1
98,Synthetic,Nested Loop,2,16,0,GroupAggregate,2
98,Synthetic,Nested Loop Semi Join,3,16,0,Nested Loop,2
98,Synthetic,Nested Loop,4,16,0,Nested Loop Semi Join,2
98,Synthetic,Gather Merge,5,16,0,Nested Loop,1
98,Synthetic,Sort,6,16,0,Gather Merge,1
98,Synthetic,Nested Loop,7,16,0,Sort,2
98,Synthetic,Nested Loop,8,16,0,Nested Loop,2
98,Synthetic,Parallel Hash Join,9,16,0,Nested Loop,2
98,Synthetic,Parallel Seq Scan,10,0,830,Parallel Hash Join,0
98,Synthetic,Parallel Hash,10,16,0,Parallel Hash Join,1
98,Synthetic,Hash Join,11,16,0,Parallel Hash,2
98,Synthetic,Parallel Hash Join,12,16,0,Hash Join,2
98,Synthetic,Hash Join,13,16,0,Parallel Hash Join,2
98,Synthetic,Parallel Seq Scan,14,0,828,Hash Join,0
98,Synthetic,Hash,14,16,0,Hash Join,1
98,Synthetic,Seq Scan,15,16,0,Hash,0
98,Synthetic,Parallel Hash,13,16,0,Parallel Hash Join,1
98,Synthetic,Parallel Hash Join,14,16,0,Parallel Hash,2
98,Synthetic,Parallel Seq Scan,15,0,827,Parallel Hash Join,0
98,Synthetic,Parallel Hash,15,16,0,Parallel Hash Join,1
98,Synthetic,Merge Join,16,16,0,Parallel Hash,2
98,Synthetic,Parallel Index Scan,17,16,0,Merge Join,0
98,Synthetic,Sort,17,16,0,Merge Join,1
98,Synthetic,Seq Scan,18,16,0,Sort,0
98,Synthetic,Hash,12,16,0,Hash Join,1
98,Synthetic,Seq Scan,13,16,0,Hash,0
98,Synthetic,Index Scan,9,0,822,Nested Loop,0
98,Synthetic,Memoize,8,16,0,Nested Loop,1
98,Synthetic,Index Scan,9,0,823,Memoize,0
98,Synthetic,Materialize,5,16,0,Nested Loop,1
98,Synthetic,Gather,6,16,0,Materialize,1
98,Synthetic,Hash Join,7,16,0,Gather,2
98,Synthetic,Parallel Seq Scan,8,0,826,Hash Join,0
98,Synthetic,Hash,8,16,0,Hash Join,1
98,Synthetic,Seq Scan,9,16,0,Hash,0
98,Synthetic,Hash Join,4,16,0,Nested Loop Semi Join,2
98,Synthetic,Seq Scan,5,0,824,Hash Join,0
98,Synthetic,Hash,5,1,832,Hash Join,1
98,Synthetic,Seq Scan,6,0,825,Hash,0
98,Synthetic,Index Only Scan,3,0,829,Nested Loop,0
99,Original,Aggregate,0,0,842,,1
99,Original,Nested Loop,1,16,0,Aggregate,2
99,Original,Nested Loop,2,16,0,Nested Loop,2
99,Original,Gather,3,16,0,Nested Loop,1
99,Original,Nested Loop,4,16,0,Gather,2
99,Original,Parallel Hash Join,5,16,0,Nested Loop,2
99,Original,Parallel Seq Scan,6,0,841,Parallel Hash Join,0
99,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
99,Original,Nested Loop,7,16,0,Parallel Hash,2
99,Original,Parallel Hash Join,8,16,0,Nested Loop,2
99,Original,Parallel Seq Scan,9,0,839,Parallel Hash Join,0
99,Original,Parallel Hash,9,16,0,Parallel Hash Join,1
99,Original,Nested Loop,10,16,0,Parallel Hash,2
99,Original,Nested Loop,11,16,0,Nested Loop,2
99,Original,Nested Loop,12,16,0,Nested Loop,2
99,Original,Nested Loop,13,16,0,Nested Loop,2
99,Original,Parallel Hash Join,14,16,0,Nested Loop,2
99,Original,Parallel Seq Scan,15,0,838,Parallel Hash Join,0
99,Original,Parallel Hash,15,16,0,Parallel Hash Join,1
99,Original,Hash Join,16,16,0,Parallel Hash,2
99,Original,Parallel Seq Scan,17,0,837,Hash Join,0
99,Original,Hash,17,16,0,Hash Join,1
99,Original,Hash Join,18,16,0,Hash,2
99,Original,Seq Scan,19,0,835,Hash Join,0
99,Original,Hash,19,1,843,Hash Join,1
99,Original,Seq Scan,20,0,836,Hash,0
99,Original,Memoize,14,16,0,Nested Loop,1
99,Original,Index Scan,15,16,0,Memoize,0
99,Original,Index Scan,13,16,0,Nested Loop,0
99,Original,Index Scan,12,16,0,Nested Loop,0
99,Original,Index Scan,11,16,0,Nested Loop,0
99,Original,Index Only Scan,8,0,840,Nested Loop,0
99,Original,Index Scan,5,16,0,Nested Loop,0
99,Original,Index Scan,3,0,834,Nested Loop,0
99,Original,Index Scan,2,0,833,Nested Loop,0
99,Synthetic,Sort,0,0,842,,1
99,Synthetic,GroupAggregate,1,16,0,Sort,1
99,Synthetic,Nested Loop,2,16,0,GroupAggregate,2
99,Synthetic,Nested Loop Semi Join,3,16,0,Nested Loop,2
99,Synthetic,Nested Loop,4,16,0,Nested Loop Semi Join,2
99,Synthetic,Gather Merge,5,16,0,Nested Loop,1
99,Synthetic,Sort,6,16,0,Gather Merge,1
99,Synthetic,Nested Loop,7,16,0,Sort,2
99,Synthetic,Nested Loop,8,16,0,Nested Loop,2
99,Synthetic,Parallel Hash Join,9,16,0,Nested Loop,2
99,Synthetic,Parallel Seq Scan,10,0,841,Parallel Hash Join,0
99,Synthetic,Parallel Hash,10,16,0,Parallel Hash Join,1
99,Synthetic,Hash Join,11,16,0,Parallel Hash,2
99,Synthetic,Parallel Hash Join,12,16,0,Hash Join,2
99,Synthetic,Hash Join,13,16,0,Parallel Hash Join,2
99,Synthetic,Parallel Seq Scan,14,0,839,Hash Join,0
99,Synthetic,Hash,14,16,0,Hash Join,1
99,Synthetic,Seq Scan,15,16,0,Hash,0
99,Synthetic,Parallel Hash,13,16,0,Parallel Hash Join,1
99,Synthetic,Parallel Hash Join,14,16,0,Parallel Hash,2
99,Synthetic,Parallel Seq Scan,15,0,838,Parallel Hash Join,0
99,Synthetic,Parallel Hash,15,16,0,Parallel Hash Join,1
99,Synthetic,Merge Join,16,16,0,Parallel Hash,2
99,Synthetic,Parallel Index Scan,17,16,0,Merge Join,0
99,Synthetic,Sort,17,16,0,Merge Join,1
99,Synthetic,Seq Scan,18,16,0,Sort,0
99,Synthetic,Hash,12,16,0,Hash Join,1
99,Synthetic,Seq Scan,13,16,0,Hash,0
99,Synthetic,Index Scan,9,0,833,Nested Loop,0
99,Synthetic,Memoize,8,16,0,Nested Loop,1
99,Synthetic,Index Scan,9,0,834,Memoize,0
99,Synthetic,Materialize,5,16,0,Nested Loop,1
99,Synthetic,Gather,6,16,0,Materialize,1
99,Synthetic,Hash Join,7,16,0,Gather,2
99,Synthetic,Parallel Seq Scan,8,0,837,Hash Join,0
99,Synthetic,Hash,8,16,0,Hash Join,1
99,Synthetic,Seq Scan,9,16,0,Hash,0
99,Synthetic,Hash Join,4,16,0,Nested Loop Semi Join,2
99,Synthetic,Seq Scan,5,0,835,Hash Join,0
99,Synthetic,Hash,5,1,843,Hash Join,1
99,Synthetic,Seq Scan,6,0,836,Hash,0
99,Synthetic,Index Only Scan,3,0,840,Nested Loop,0
100,Original,Aggregate,0,0,856,,1
100,Original,Nested Loop,1,16,0,Aggregate,2
100,Original,Gather,2,16,0,Nested Loop,1
100,Original,Parallel Hash Join,3,16,0,Gather,2
100,Original,Parallel Seq Scan,4,16,0,Parallel Hash Join,0
100,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
100,Original,Nested Loop,5,16,0,Parallel Hash,2
100,Original,Parallel Hash Join,6,16,0,Nested Loop,2
100,Original,Parallel Seq Scan,7,0,855,Parallel Hash Join,0
100,Original,Parallel Hash,7,16,0,Parallel Hash Join,1
100,Original,Nested Loop,8,16,0,Parallel Hash,2
100,Original,Nested Loop,9,16,0,Nested Loop,2
100,Original,Nested Loop,10,16,0,Nested Loop,2
100,Original,Parallel Hash Join,11,16,0,Nested Loop,2
100,Original,Parallel Seq Scan,12,0,853,Parallel Hash Join,0
100,Original,Parallel Hash,12,16,0,Parallel Hash Join,1
100,Original,Nested Loop,13,16,0,Parallel Hash,2
100,Original,Parallel Hash Join,14,16,0,Nested Loop,2
100,Original,Hash Join,15,16,0,Parallel Hash Join,2
100,Original,Parallel Seq Scan,16,0,852,Hash Join,0
100,Original,Hash,16,1,857,Hash Join,1
100,Original,Seq Scan,17,0,854,Hash,0
100,Original,Parallel Hash,15,16,0,Parallel Hash Join,1
100,Original,Parallel Hash Join,16,16,0,Parallel Hash,2
100,Original,Parallel Seq Scan,17,0,851,Parallel Hash Join,0
100,Original,Parallel Hash,17,16,0,Parallel Hash Join,1
100,Original,Nested Loop,18,16,0,Parallel Hash,2
100,Original,Hash Join,19,16,0,Nested Loop,2
100,Original,Parallel Seq Scan,20,0,850,Hash Join,0
100,Original,Hash,20,16,0,Hash Join,1
100,Original,Nested Loop,21,16,0,Hash,2
100,Original,Hash Join,22,16,0,Nested Loop,2
100,Original,Seq Scan,23,0,848,Hash Join,0
100,Original,Hash,23,1,858,Hash Join,1
100,Original,Seq Scan,24,0,849,Hash,0
100,Original,Memoize,22,16,0,Nested Loop,1
100,Original,Index Scan,23,16,0,Memoize,0
100,Original,Memoize,19,16,0,Nested Loop,1
100,Original,Index Scan,20,16,0,Memoize,0
100,Original,Index Scan,14,16,0,Nested Loop,0
100,Original,Memoize,11,16,0,Nested Loop,1
100,Original,Index Scan,12,16,0,Memoize,0
100,Original,Index Scan,10,0,847,Nested Loop,0
100,Original,Index Scan,9,0,846,Nested Loop,0
100,Original,Index Scan,6,0,845,Nested Loop,0
100,Original,Index Scan,2,0,844,Nested Loop,0
100,Synthetic,Sort,0,0,856,,1
100,Synthetic,GroupAggregate,1,16,0,Sort,1
100,Synthetic,Nested Loop,2,16,0,GroupAggregate,2
100,Synthetic,Nested Loop,3,16,0,Nested Loop,2
100,Synthetic,Gather Merge,4,16,0,Nested Loop,1
100,Synthetic,Sort,5,16,0,Gather Merge,1
100,Synthetic,Parallel Hash Semi Join,6,16,0,Sort,2
100,Synthetic,Nested Loop,7,16,0,Parallel Hash Semi Join,2
100,Synthetic,Parallel Hash Join,8,16,0,Nested Loop,2
100,Synthetic,Parallel Seq Scan,9,0,853,Parallel Hash Join,0
100,Synthetic,Parallel Hash,9,16,0,Parallel Hash Join,1
100,Synthetic,Nested Loop,10,16,0,Parallel Hash,2
100,Synthetic,Parallel Hash Join,11,16,0,Nested Loop,2
100,Synthetic,Parallel Seq Scan,12,0,852,Parallel Hash Join,0
100,Synthetic,Parallel Hash,12,16,0,Parallel Hash Join,1
100,Synthetic,Nested Loop,13,16,0,Parallel Hash,2
100,Synthetic,Parallel Hash Join,14,16,0,Nested Loop,2
100,Synthetic,Hash Join,15,16,0,Parallel Hash Join,2
100,Synthetic,Parallel Seq Scan,16,0,851,Hash Join,0
100,Synthetic,Hash,16,16,0,Hash Join,1
100,Synthetic,Seq Scan,17,16,0,Hash,0
100,Synthetic,Parallel Hash,15,16,0,Parallel Hash Join,1
100,Synthetic,Hash Join,16,16,0,Parallel Hash,2
100,Synthetic,Parallel Seq Scan,17,0,850,Hash Join,0
100,Synthetic,Hash,17,16,0,Hash Join,1
100,Synthetic,Seq Scan,18,16,0,Hash,0
100,Synthetic,Index Scan,14,0,846,Nested Loop,0
100,Synthetic,Index Scan,11,0,845,Nested Loop,0
100,Synthetic,Memoize,8,16,0,Nested Loop,1
100,Synthetic,Index Scan,9,0,847,Memoize,0
100,Synthetic,Parallel Hash,7,16,0,Parallel Hash Semi Join,1
100,Synthetic,Parallel Seq Scan,8,0,855,Parallel Hash,0
100,Synthetic,Hash Join,4,16,0,Nested Loop,2
100,Synthetic,Hash Join,5,16,0,Hash Join,2
100,Synthetic,Seq Scan,6,16,0,Hash Join,0
100,Synthetic,Hash,6,1,857,Hash Join,1
100,Synthetic,Seq Scan,7,0,854,Hash,0
100,Synthetic,Hash,5,16,0,Hash Join,1
100,Synthetic,Hash Join,6,16,0,Hash,2
100,Synthetic,Seq Scan,7,0,848,Hash Join,0
100,Synthetic,Hash,7,1,858,Hash Join,1
100,Synthetic,Seq Scan,8,0,849,Hash,0
100,Synthetic,Index Scan,3,0,844,Nested Loop,0
101,Original,Aggregate,0,0,871,,1
101,Original,Nested Loop,1,16,0,Aggregate,2
101,Original,Gather,2,16,0,Nested Loop,1
101,Original,Parallel Hash Join,3,16,0,Gather,2
101,Original,Parallel Seq Scan,4,16,0,Parallel Hash Join,0
101,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
101,Original,Nested Loop,5,16,0,Parallel Hash,2
101,Original,Nested Loop,6,16,0,Nested Loop,2
101,Original,Nested Loop,7,16,0,Nested Loop,2
101,Original,Nested Loop,8,16,0,Nested Loop,2
101,Original,Parallel Hash Join,9,16,0,Nested Loop,2
101,Original,Parallel Seq Scan,10,0,870,Parallel Hash Join,0
101,Original,Parallel Hash,10,16,0,Parallel Hash Join,1
101,Original,Nested Loop,11,16,0,Parallel Hash,2
101,Original,Parallel Hash Join,12,16,0,Nested Loop,2
101,Original,Parallel Seq Scan,13,0,869,Parallel Hash Join,0
101,Original,Parallel Hash,13,16,0,Parallel Hash Join,1
101,Original,Parallel Hash Join,14,16,0,Parallel Hash,2
101,Original,Parallel Seq Scan,15,0,868,Parallel Hash Join,0
101,Original,Parallel Hash,15,16,0,Parallel Hash Join,1
101,Original,Nested Loop,16,16,0,Parallel Hash,2
101,Original,Parallel Hash Join,17,16,0,Nested Loop,2
101,Original,Hash Join,18,16,0,Parallel Hash Join,2
101,Original,Parallel Seq Scan,19,0,867,Hash Join,0
101,Original,Hash,19,0,872,Hash Join,1
101,Original,Seq Scan,20,0,864,Hash,0
101,Original,Parallel Hash,18,16,0,Parallel Hash Join,1
101,Original,Hash Join,19,16,0,Parallel Hash,2
101,Original,Parallel Seq Scan,20,0,866,Hash Join,0
101,Original,Hash,20,16,0,Hash Join,1
101,Original,Nested Loop,21,16,0,Hash,2
101,Original,Hash Join,22,16,0,Nested Loop,2
101,Original,Seq Scan,23,0,863,Hash Join,0
101,Original,Hash,23,1,873,Hash Join,1
101,Original,Seq Scan,24,0,865,Hash,0
101,Original,Memoize,22,16,0,Nested Loop,1
101,Original,Index Scan,23,16,0,Memoize,0
101,Original,Index Scan,17,16,0,Nested Loop,0
101,Original,Memoize,12,16,0,Nested Loop,1
101,Original,Index Scan,13,16,0,Memoize,0
101,Original,Index Scan,9,16,0,Nested Loop,0
101,Original,Index Scan,8,0,862,Nested Loop,0
101,Original,Index Scan,7,0,861,Nested Loop,0
101,Original,Index Scan,6,0,860,Nested Loop,0
101,Original,Index Scan,2,0,859,Nested Loop,0
101,Synthetic,Sort,0,0,871,,1
101,Synthetic,GroupAggregate,1,16,0,Sort,1
101,Synthetic,Nested Loop,2,16,0,GroupAggregate,2
101,Synthetic,Nested Loop,3,16,0,Nested Loop,2
101,Synthetic,Gather Merge,4,16,0,Nested Loop,1
101,Synthetic,Sort,5,16,0,Gather Merge,1
101,Synthetic,Parallel Hash Semi Join,6,16,0,Sort,2
101,Synthetic,Nested Loop,7,16,0,Parallel Hash Semi Join,2
101,Synthetic,Parallel Hash Join,8,16,0,Nested Loop,2
101,Synthetic,Parallel Seq Scan,9,0,869,Parallel Hash Join,0
101,Synthetic,Parallel Hash,9,16,0,Parallel Hash Join,1
101,Synthetic,Nested Loop,10,16,0,Parallel Hash,2
101,Synthetic,Parallel Hash Join,11,16,0,Nested Loop,2
101,Synthetic,Parallel Seq Scan,12,0,868,Parallel Hash Join,0
101,Synthetic,Parallel Hash,12,16,0,Parallel Hash Join,1
101,Synthetic,Nested Loop,13,16,0,Parallel Hash,2
101,Synthetic,Parallel Hash Join,14,16,0,Nested Loop,2
101,Synthetic,Hash Join,15,16,0,Parallel Hash Join,2
101,Synthetic,Parallel Seq Scan,16,0,867,Hash Join,0
101,Synthetic,Hash,16,16,0,Hash Join,1
101,Synthetic,Seq Scan,17,16,0,Hash,0
101,Synthetic,Parallel Hash,15,16,0,Parallel Hash Join,1
101,Synthetic,Hash Join,16,16,0,Parallel Hash,2
101,Synthetic,Parallel Seq Scan,17,0,866,Hash Join,0
101,Synthetic,Hash,17,0,872,Hash Join,1
101,Synthetic,Seq Scan,18,0,864,Hash,0
